Date,2014-12-25,
INDEX VALUE,1000.0000,
EFFECTIVE DATE,TICKER,NAME,ISIN,INDEX SHARES,PRICE,CURRENCY FACTOR,
2014-12-25,RLO SJ Equity,Reunert Ltd.,ZAE000057428,387.2383285000000,5946,11.609100,
2014-12-25,KIO SJ Equity,Kumba Iron Ore Ltd.,ZAE000085346,98.4504393100000,23300,11.609100,
2014-12-25,LBH SJ Equity,Liberty Holdings Ltd.,ZAE000127148,190.5700598000000,12161,11.609100,
2014-12-25,VOD SJ Equity,Vodacom Group Ltd.,ZAE000132577,181.9016747000000,12650,11.609100,
2014-12-25,MSM SJ Equity,Massmart Holdings Ltd.,ZAE000152617,160.2365604000000,14393,11.609100,
2014-12-25,PPC SJ Equity,PPC Ltd.,ZAE000170049,851.6973476000000,2700,11.609100,
2014-12-25,BGA SJ Equity,Barclays Africa Group Ltd.,ZAE000174124,128.1821787000000,18000,11.609100,
2014-12-25,GRT SJ Equity,Growthpoint Properties Ltd.,ZAE000179420,854.2022050000000,2698,11.609100,
2014-12-25,HYP SJ Equity,Hyprop Investments Ltd.,ZAE000190724,239.2821917000000,9808,11.609100,
2014-12-25,NCL SP Equity,Nam Cheong Ltd.,BMG6361R1117,8674.7535610000000,0.31,1.322500,
2014-12-25,FCL SP Equity,Frasers Centrepoint Ltd.,SG2G52000004,1593.8553690000000,1.66,1.322500,
2014-12-25,000270 KS Equity,Kia Motors Corp.,KR7000270009,41.2996248500000,53800,1102.400000,
2014-12-25,000660 KS Equity,SK Hynix, Inc.,KR7000660001,46.4784012500000,47800,1102.400000,
2014-12-25,005380 KS Equity,Hyundai Motor Co., Ltd.,KR7005380001,12.8594786900000,175000,1102.400000,
2014-12-25,005930 KS Equity,Samsung Electronics Co., Ltd.,KR7005930003,1.6470502980000,1343000,1102.400000,
2014-12-25,011760 KS Equity,Hyundai Corp.,KR7011760006,74.8862571400000,29600,1102.400000,
